Date,Trend,Seasonal,Residual
2007-02-28,212692.91625235038,-470.1875687477022,250.68461513443793
2007-03-31,213977.10334035827,-707.2611513436813,661.6720541705826
2007-04-30,215225.70282697806,-509.53747042679703,756.8969543394714
2007-05-31,216431.38682819792,-46.09445616994682,499.2989842683489
2007-06-30,217390.15324458413,-19.559311039500187,788.9108492721152
2007-07-31,218056.61544863807,-31.284572155743287,1266.7811556087154
2007-08-31,218587.9916005302,-15.521843103379428,1841.8497200837378
2007-09-30,218975.0114636455,372.5250494970548,2167.077682363945
2007-10-31,219190.97211092466,500.13837941444484,2575.1710991247137
2007-11-30,219216.6106120532,758.1191854970821,2917.5836911418883
2007-12-31,219041.62098083345,851.5225515773473,-1289.113162542386
2008-01-31,218671.32471504775,-682.8587929991791,384.85835742301606
2008-02-29,218104.82118972886,-470.1875687477022,392.41524142088196
2008-03-31,217320.17989260232,-707.2611513436813,1053.4366530289508
2008-04-30,216189.3457250947,-509.53747042679703,1241.4684398206673
2008-05-31,214724.50148567182,-46.09445616994682,1373.2939702805195
2008-06-30,213261.57300132868,-19.559311039500187,1550.630299767583
2008-07-31,211774.20708010814,-31.284572155743287,2028.9399380428413
2008-08-31,210135.07559533496,-15.521843103379428,2218.930703719678
2008-09-30,208408.18835987814,372.5250494970548,1978.3446766543477
2008-10-31,206599.203813572,500.13837941444484,-1217.5245142283047
2008-11-30,204739.04661617425,758.1191854970821,-1376.65014842237
2008-12-31,202824.00619865922,851.5225515773473,-1409.9841691601741
2009-01-31,200854.1901430366,-682.8587929991791,-1156.303391067222
2009-02-28,198860.77365091527,-470.1875687477022,-344.39653382141665
2009-03-31,196911.0550883127,-707.2611513436813,-1.872879588384535
2009-04-30,195188.16341296464,-509.53747042679703,291.4559775105818
2009-05-31,193715.08783882743,-46.09445616994682,-309.8703459802603
2009-06-30,192374.8045678505,-19.559311039500187,-830.9933240100054
2009-07-31,191238.38092539881,-31.284572155743287,-1442.4271849353927
2009-08-31,190260.28907602033,-15.521843103379428,-1741.0853101909083
2009-09-30,189368.15688642312,372.5250494970548,-1940.0668191268358
2009-10-31,188578.86304725672,500.13837941444484,-1588.1409870299058
2009-11-30,187895.985143653,758.1191854970821,-1496.4452160773508
2009-12-31,187347.07292835772,851.5225515773473,-1136.9928621296258
2010-01-31,186918.16240217062,-682.8587929991791,709.4988942309592
2010-02-28,186560.94657351592,-470.1875687477022,551.4516140613432
2010-03-31,186215.34219525737,-707.2611513436813,686.6463926509704
2010-04-30,185834.2292131234,-509.53747042679703,709.5316581733723
2010-05-31,185410.03596191673,-46.09445616994682,541.9703636199299
2010-06-30,184927.4260069405,-19.559311039500187,895.7032371236874
2010-07-31,184363.84572614898,-31.284572155743287,858.9373855995991
2010-08-31,183730.41184676552,-15.521843103379428,788.782660066216
2010-09-30,183050.12598184642,372.5250494970548,83.46826624320084
2010-10-31,182318.85189692205,500.13837941444484,-180.34558870398445
2010-11-30,181520.0546035188,758.1191854970821,-448.9369528951647
2010-12-31,180666.08597809312,851.5225515773473,-710.2225543422519
2011-01-31,179805.88092186174,-682.8587929991791,550.070278020461
2011-02-28,178970.79603547236,-470.1875687477022,210.89914342004516
2011-03-31,178162.47983273875,-707.2611513436813,343.3510057979828
2011-04-30,177383.63203273335,-509.53747042679703,5.7085497499002145
2011-05-31,176635.06851608082,-46.09445616994682,-699.7769434090408
2011-06-30,175943.20112125578,-19.559311039500187,-598.604134542531
2011-07-31,175265.16318772626,-31.284572155743287,-208.76916817939033
2011-08-31,174650.42977900433,-15.521843103379428,-6.883453316193123
2011-09-30,174181.26210582137,372.5250494970548,-571.6085421947371
2011-10-31,173796.06059425735,500.13837941444484,-825.9608017067612
2011-11-30,173508.21870274,758.1191854970821,-1234.2189361091005
2011-12-31,173331.65985762406,851.5225515773473,-1183.496025681654
2012-01-31,173229.05755809566,-682.8587929991791,-1338.3171711130399
2012-02-29,173182.81048450212,-470.1875687477022,-289.50630203637235
2012-03-31,173205.54938369564,-707.2611513436813,328.64829487590293
2012-04-30,173313.1224979332,-509.53747042679703,-196.9850330210965
2012-05-31,173509.3539053525,-46.09445616994682,-209.06461152569344
2012-06-30,173784.88331981644,-19.559311039500187,-42.696337040934
2012-07-31,174218.98090121924,-31.284572155743287,-22.632066416054816
2012-08-31,174771.85594433965,-15.521843103379428,-378.19420015266917
2012-09-30,175349.51638443375,372.5250494970548,-944.2446586615131
2012-10-31,176029.18697201854,500.13837941444484,-1272.9505999120256
2012-11-30,176812.75965650435,758.1191854970821,-1615.3426913662115
2012-12-31,177670.27211996506,851.5225515773473,-1832.8195393959013
2013-01-31,178597.40597517067,-682.8587929991791,22.387616852503925
2013-02-28,179585.38488173054,-470.1875687477022,-152.13286941507073
2013-03-31,180620.1173800663,-707.2611513436813,237.9830309144553
2013-04-30,181685.1551771367,-509.53747042679703,419.1736574006
2013-05-31,182762.11967440712,-46.09445616994682,355.7226774543994
2013-06-30,183829.48264662529,-19.559311039500187,675.4504011710105
2013-07-31,184863.63019198275,-31.284572155743287,821.1851027339917
2013-08-31,185860.07178288203,-15.521843103379428,756.6172588296835
2013-09-30,186839.95727223597,372.5250494970548,175.8671160691286
2013-10-31,187802.61863103372,500.13837941444484,-96.02779177011229
2013-11-30,188750.91353588685,758.1191854970821,-656.703103416512
2013-12-31,189689.70966125935,851.5225515773473,-1132.3392147850373
2014-01-31,190618.85521617474,-682.8587929991791,100.56159852195015
2014-02-28,191532.54749825608,-470.1875687477022,-284.32052703128835
2014-03-31,192486.8275124074,-707.2611513436813,73.54968415801238
2014-04-30,193490.4802172141,-509.53747042679703,15.44444288503388
2014-05-31,194505.07140218376,-46.09445616994682,-29.747159408474808
2014-06-30,195553.230181125,-19.559311039500187,125.32798469711446
2014-07-31,196630.2537004155,-31.284572155743287,180.42979424520038
2014-08-31,197730.540332568,-15.521843103379428,-311.1047208480519
2014-09-30,198846.29894136498,372.5250494970548,269.49921656353246
2014-10-31,199982.39873005296,500.13837941444484,-288.1167450523016
2014-11-30,201146.81154240132,758.1191854970821,-690.1038163962367
2014-12-31,,851.5225515773473,
2015-01-31,,-682.8587929991791,
2015-02-28,,-470.1875687477022,
2015-03-31,,-707.2611513436813,
2015-04-30,,-509.53747042679703,
2015-05-31,,-46.09445616994682,
